"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A006742","5187","7","20180604","P",1,0,550,302.5,37.13,284.63,55,1,1
"A006743","5056","8","20170903","P",2,0,1200,660,81,621,55,2,2
"A006744","5245","7","20190517","P",2,0,1200,696,75.6,579.6,58,1,1
"A006745","5017","9","20191229","P",1,0,200,90,16.5,126.5,45,1,1
"A006746","0105","3","20151213","P",1,0,100,45,8.25,63.25,45,1,1
"A006747","0105","3","20210222","P",1,0,260,117,21.45,164.45,45,1,1
"A006748","5851","5","20161026","P",3,0,1800,900,135,1035,50,2,3
"A006750","5155","1","20190420","P",4,0,4400,2200,330,2530,50,1,1
"A006752","5950","8","20171003","P",2,0,1500,750,0,750,50,1,1
"A006753","5176","8","20200530","P",1,0,1000,490,0,510,49,1,1
"A006754","5214","4","20190929","P",1,0,550,269.5,0,280.5,49,1,1
"A006755","0024","3","20160922","P",2,0,1100,583,77.55,594.55,53,2,2
"A006756","5285","4","20190621","P",6,0,3260,1858.2,210.27,1612.07,57,4,4
"A006764","5204","8","20140910","P",2,0,800,440,54,414,55,1,1
"A006765","0158","10","20160716","P",1,0,2800,1260,231,1771,45,1,1
"A006766","0089","3","20171203","P",1,0,500,225,41.25,316.25,45,1,1
"A006767","5001","7","20221228","P",7,0,5285,2748.2,0,2536.8,52,5,5
"A006770","0114","3","20160504","P",1,0,2300,1334,144.9,1110.9,58,1,1
"A006771","5020","8","20151220","P",3,0,1500,855,96.75,741.75,57,1,1
"A006772","5616","5","20190930","P",1,0,1200,600,90,690,50,1,1
"A006773","5031","8","20200511","P",3,0,3500,2030,220.5,1690.5,58,3,3
"A006774","5286","1","20170724","P",2,0,1300,715,87.76,672.76,55,2,2
"A006775","5075","8","20160228","P",1,0,1600,880,108,828,55,1,1
"A006776","5223","1","20200117","P",1,0,1600,928,100.8,772.8,58,1,1
"A006777","5223","1","20150429","P",1,0,4600,2668,289.8,2221.8,58,1,1
"A006778","5131","1","20170113","P",2,0,800,464,50.4,386.4,58,1,1
"A006779","5453","1","20150502","P",18,0,3180,1749,214.66,1645.66,55,3,3
"A006780","5150","1","20171005","P",22,0,25400,13970,1714.5,13144.5,55,16,17
"A006781","5218","8","20140901","P",4,0,6800,3944,428.4,3284.4,58,2,2
"A006782","5760","8","20180716","P",2,0,1880,1034,126.9,972.9,55,2,2
"A006783","5704","6","20220408","P",4,0,2820,1410,211.5,1621.5,50,4,4
"A006784","0121","3","20150813","P",1,0,750,412.5,50.63,388.13,55,1,1
"A006785","0089","3","20190425","P",1,0,900,405,74.25,569.25,45,1,1
"A006789","5173","8","20220216","P",1,0,1400,770,94.5,724.5,55,1,1
"A006790","0024","3","20160228","P",1,0,650,344.5,45.83,351.33,53,1,1
"A006791","5490","4","20161010","P",1,0,110,58.3,7.76,59.46,53,1,1
"A006792","5174","8","20150212","P",2,0,1350,702,97.2,745.2,52,2,2
"A006795","0053","0","20190105","P",5,0,3000,1740,189,1449,58,2,2
"A006799","5409","8","20190430","P",5,0,2500,1275,0,1225,51,5,5
"A006800","5082","2","20170315","P",1,0,700,343,0,357,49,1,1
"A006801","5074","8","20140916","P",2,0,2050,1004.5,0,1045.5,49,2,2
"A006803","0018","3","20200113","P",2,0,700,385,47.26,362.26,55,2,2
"A006804","5449","9","20200301","P",3,0,6300,3150,472.5,3622.5,50,3,3
"A006805","0024","3","20190330","P",12,0,8030,4255.9,566.14,4340.24,53,12,12
"A006806","5449","9","20171001","P",3,0,6300,3150,472.5,3622.5,50,3,3
"A006807","5099","7","20190909","P",3,0,650,338,46.8,358.8,52,3,3
"A006810","0075","3","20181017","P",1,0,110,60.5,7.43,56.93,55,1,1
"A006811","0007","3","20181129","P",1,0,900,450,67.5,517.5,50,1,1
"A006812","0161","3","20140106","P",2,0,950,522.5,64.13,491.63,55,2,2
"A006813","0068","3","20190218","P",3,0,3040,1489.6,0,1550.4,49,3,3
"A006815","0008","3","20170506","P",27,0,4570,2513.5,308.49,2364.99,55,8,9
"A006816","5981","6","20191208","P",2,0,900,495,60.75,465.75,55,1,1
"A006817","5641","1","20180501","P",1,0,900,495,60.75,465.75,55,1,1
"A006818","0018","3","20221009","P",2,0,880,484,59.4,455.4,55,2,2
"A006819","5687","4","20210429","P",3,0,2000,1100,135,1035,55,2,2
"A006820","5036","2","20171228","P",1,0,1000,550,67.5,517.5,55,1,1
"A006821","5777","7","20200628","P",1,0,800,400,60,460,50,1,1
"A006824","5893","8","20140909","P",2,0,550,275,41.25,316.25,50,2,2
"A006825","5028","4","20220330","P",1,0,65,35.75,4.39,33.64,55,1,1
"A006826","5615","7","20181016","P",2,0,800,400,60,460,50,2,2
"A006827","5050","7","20190710","P",7,0,3500,1820,252,1932,52,1,1
"A006828","5440","9","20171214","P",1,0,550,275,41.25,316.25,50,1,1
"A006829","5176","8","20161005","P",2,0,900,495,60.75,465.75,55,1,1
"A006831","0018","3","20200113","P",2,0,1300,715,87.75,672.75,55,1,1
"A006832","0024","3","20200823","P",3,0,1190,630.7,83.9,643.2,53,3,3
"A006836","5119","7","20190124","P",1,0,800,424,56.4,432.4,53,1,1
"A006837","0053","0","20140924","P",8,0,12700,7366,800.1,6134.1,58,4,4
"A006838","5195","7","20200806","P",3,0,2000,980,0,1020,49,2,2
"A006839","5159","7","20140820","P",3,0,5400,2754,0,2646,51,2,2
"A006840","5104","8","20150411","P",2,0,1800,882,0,918,49,2,2
"A006842","5164","8","20210206","P",16,0,4480,2553.6,288.96,2215.36,57,4,4
"A006843","5213","8","20140821","P",8,0,800,456,51.6,395.6,57,2,2
"A006844","5056","8","20200504","P",34,0,14250,8122.5,919.13,7046.63,57,17,17
"A006846","5343","8","20190907","P",2,0,2600,1352,187.2,1435.2,52,2,2
"A006847","5103","8","20140731","P",51,0,2450,1347.5,165.38,1267.88,55,4,4
"A006848","5392","2","20190319","P",6,0,1800,1044,113.4,869.4,58,1,1
"A006849","5389","6","20160502","P",1,0,600,312,43.2,331.2,52,1,1
"A006850","5709","7","20160422","P",2,0,500,275,33.75,258.75,55,1,1
"A006851","5112","1","20151012","P",2,0,3200,1824,206.4,1582.4,57,1,1
"A006852","0018","3","20200706","P",3,0,580,319,39.15,300.15,55,2,2
"A006853","0093","3","20210719","P",1,0,450,220.5,0,229.5,49,1,1
"A006856","5117","1","20160310","P",5,0,5400,3132,340.2,2608.2,58,2,2
"A006857","5409","8","20161027","P",1,0,800,456,51.6,395.6,57,1,1
"A006858","5245","7","20140927","P",2,0,3080,1786.4,194.04,1487.64,58,2,2
"A006859","5013","7","20220327","P",1,0,1400,770,94.5,724.5,55,1,1
"A006860","5096","7","20150718","P",2,0,290,159.5,19.58,150.08,55,2,2
"A006861","5672","7","20170928","P",1,0,1400,770,94.5,724.5,55,1,1
"A006862","5410","6","20220927","P",1,0,520,260,39,299,50,1,1
"A006863","5333","4","20190418","P",2,0,550,286,39.6,303.6,52,2,2
"A006864","5304","6","20210625","P",1,0,1300,676,93.6,717.6,52,1,1
"A006865","5075","8","20140806","P",2,0,1100,605,74.25,569.25,55,2,2
"A006866","5180","8","20171027","P",9,0,21400,11770,1444.5,11074.5,55,6,6
"A006867","5180","8","20180603","P",2,0,2200,1210,148.5,1138.5,55,1,1
"A006868","5542","5","20160428","P",11,0,2000,1000,150,1150,50,4,4
"A006869","5325","1","20190409","P",3,0,240,120,18,138,50,2,2
"A006870","5237","1","20191028","P",1,0,130,71.5,8.78,67.28,55,1,1
"A006871","5081","2","20140620","P",2,0,3300,1914,207.9,1593.9,58,2,2
"A006873","5550","4","20161218","P",1,0,1400,700,105,805,50,1,1
"A006877","5143","1","20141013","P",8,0,720,374.4,51.84,397.44,52,4,4
"A006878","5374","6","20210128","P",2,0,1400,700,105,805,50,1,1
"A006879","5841","7","20170804","P",9,0,7060,4024.2,455.37,3491.17,57,5,5
"A006880","5976","4","20190917","P",3,0,3100,1550,232.5,1782.5,50,2,2
"A006881","5449","9","20220101","P",2,0,750,375,56.25,431.25,50,2,2
"A006882","5449","9","20200127","P",3,0,1910,955,143.25,1098.25,50,3,3
"A006884","0018","3","20170809","P",1,0,1100,605,74.25,569.25,55,1,1
"A006886","0053","0","20190901","P",36,0,10500,6090,661.5,5071.5,58,4,4
"A006887","5054","2","20210904","P",3,0,2400,1392,151.2,1159.2,58,2,2
"A006888","5031","8","20210916","P",6,0,5130,2975.4,323.19,2477.79,58,5,5
"A006889","5603","4","20200313","P",19,0,10300,5974,648.9,4974.9,58,5,5
"A006890","5034","8","20190326","P",2,0,2700,1566,170.1,1304.1,58,2,2
"A006893","0105","3","20200215","P",2,0,200,90,16.5,126.5,45,2,2
"A006894","5132","1","20210305","P",6,0,11600,6728,730.8,5602.8,58,2,2
"A006895","5135","1","20180107","P",1,0,850,467.5,57.38,439.88,55,1,1
"A006897","5226","7","20200111","P",4,0,2400,1104,0,1296,46,4,4
"A006898","5187","7","20150627","P",5,0,1250,612.5,0,637.5,49,3,3
"A006899","5001","7","20221008","P",2,0,5000,2600,0,2400,52,2,2
"A006900","5082","2","20190719","P",2,0,4000,1960,0,2040,49,1,1
"A006901","5001","7","20220428","P",8,0,7620,3962.4,0,3657.6,52,6,6
"A006902","5082","2","20220120","P",1,0,320,156.8,0,163.2,49,1,1
"A006903","5080","2","20220527","P",1,0,700,343,0,357,49,1,1
"A006904","5145","8","20170120","P",10,0,7000,3430,0,3570,49,1,1
"A006905","5074","8","20221215","P",2,0,200,98,0,102,49,1,1
"A006906","5124","1","20210912","P",6,0,4160,2163.2,0,1996.8,52,4,4
"A006907","0093","3","20210529","P",1,0,400,196,0,204,49,1,1
"A006909","5885","4","20141120","P",1,0,850,467.5,57.38,439.88,55,1,1
"A006911","5038","2","20141030","P",1,0,320,176,21.6,165.6,55,1,1
"A006912","5517","4","20220423","P",20,0,7420,3561.6,578.76,4437.16,48,20,20
"A006913","5517","4","20200817","P",21,0,2850,1368,222.3,1704.3,48,19,20
"A006914","5517","4","20210219","P",12,0,7290,3499.2,568.62,4359.42,48,12,12
"A006915","5788","9","20150210","P",29,0,11740,5870,880.5,6750.5,50,17,17
"A006916","0024","3","20190316","P",4,0,3420,1812.6,241.11,1848.51,53,4,4
"A006917","5173","8","20160630","P",4,0,800,440,54,414,55,2,2
"A006918","5720","6","20220901","P",1,0,1600,880,108,828,55,1,1
"A006919","0105","3","20161205","P",1,0,280,126,23.1,177.1,45,1,1
"A006921","5603","4","20170921","P",4,0,3720,2157.6,234.36,1796.76,58,2,2
"A006922","5031","8","20190402","P",5,0,5050,2929,318.15,2439.15,58,5,5
"A006923","5246","7","20141221","P",2,0,4400,2552,277.2,2125.2,58,1,1
"A006924","5147","7","20221225","P",1,0,800,440,54,414,55,1,1
"A006929","5219","1","20201015","P",2,0,320,160,24,184,50,1,1
"A006930","5760","8","20200915","P",1,0,350,192.5,23.63,181.13,55,1,1
"A006931","5631","9","20170413","P",3,0,8000,4000,600,4600,50,2,2
"A006932","0159","10","20170416","P",3475,0,20850,0,0,20850,0,5,5
"A006933","0008","3","20160329","P",1,0,450,225,33.75,258.75,50,1,1
"A006934","5219","1","20220521","P",4,0,2250,1125,168.75,1293.75,50,3,3
"A006935","5285","4","20191219","P",2,0,450,256.5,29.03,222.53,57,2,2
"A006939","0114","3","20160705","P",1,0,600,348,37.8,289.8,58,1,1
"A006940","5285","4","20190826","P",5,0,400,228,25.8,197.8,57,1,1
"A006941","0148","10","20150406","P",1,0,3200,1600,240,1840,50,1,1
"A006942","5214","4","20150217","P",2,0,2750,1347.5,0,1402.5,49,2,2
"A006945","5080","2","20150402","P",6,0,3200,1568,0,1632,49,4,4
"A006946","5175","8","20181204","P",6,0,1800,882,0,918,49,2,2
"A006947","5661","1","20140625","P",4,0,1170,573.3,0,596.7,49,3,3
"A006948","0093","3","20190828","P",2,0,3000,1470,0,1530,49,2,2
"A006949","5074","8","20180726","P",2,0,320,156.8,0,163.2,49,1,1
"A006950","5409","8","20191013","P",4,0,700,357,0,343,51,4,4
"A006951","5018","7","20180213","P",10,0,5850,3042,0,2808,52,4,4
"A006952","5057","2","20161106","P",1,0,550,319,34.65,265.65,58,1,1
"A006953","5195","7","20170723","P",2,0,2500,1225,0,1275,49,2,2
"A006954","5036","2","20150303","P",3,0,2100,1155,141.75,1086.75,55,1,1
"A006955","5057","2","20200331","P",10,0,16000,9280,1008,7728,58,1,1
"A006956","5044","2","20140213","P",6,0,4000,2200,270,2070,55,2,2
"A006957","5058","2","20201005","P",6,0,7000,3850,472.5,3622.5,55,6,6
"A006961","5026","2","20200727","P",8,0,810,469.8,51.03,391.23,58,3,3
"A006962","5026","2","20200311","P",3,0,1950,1072.5,131.63,1009.13,55,1,1
"A006963","5286","1","20180605","P",1,0,2300,1265,155.25,1190.25,55,1,1
"A006964","5262","1","20180102","P",2,0,300,165,20.25,155.25,55,1,1
"A006965","5894","6","20180720","P",2,0,1600,800,120,920,50,2,2
"A006966","5114","1","20141104","P",1,0,450,234,32.4,248.4,52,1,1
"A006968","5132","1","20211129","P",2,0,3000,1740,189,1449,58,2,2
"A006969","5130","1","20151126","P",11,0,9900,5445,668.25,5123.25,55,7,7
"A006970","5001","7","20181227","P",7,0,6920,3598.4,0,3321.6,52,5,5
"A006971","5701","5","20220819","P",2,0,900,351,0,549,39,2,2
"A006974","5449","9","20221030","P",1,0,800,400,60,460,50,1,1
"A006975","5291","4","20151006","P",1,0,300,171,19.35,148.35,57,1,1
"A006977","5046","7","20190205","P",1,0,800,440,54,414,55,1,1
"A006979","5777","7","20220110","P",12,0,1560,780,117,897,50,2,2
"A006980","5046","7","20200518","P",2,0,6100,3355,411.75,3156.75,55,2,2
"A006981","5509","1","20180306","P",3,0,450,261,28.35,217.35,58,1,1
"A006982","5509","1","20161222","P",1,0,110,63.8,6.93,53.13,58,1,1
"A006983","5509","1","20170731","P",5,0,5800,3364,365.4,2801.4,58,3,3
"A006984","5509","1","20180123","P",4,0,1400,812,88.2,676.2,58,1,1
"A006986","0024","3","20200623","P",2,0,250,132.5,17.63,135.13,53,2,2
"A006990","0053","0","20221010","P",61,0,26400,15312,1663.2,12751.2,58,9,9
"A006991","5913","6","20171022","P",8,0,8550,4275,641.25,4916.25,50,8,8
"A006992","5796","9","20220615","P",1,0,650,338,46.8,358.8,52,1,1
"A006993","5099","7","20220830","P",20,0,2000,1040,144,1104,52,2,2
"A006994","0008","3","20181021","P",3,0,1480,814,99.9,765.9,55,2,2
"A006995","0008","3","20190430","P",30,0,4490,2469.5,303.08,2323.58,55,7,8
"A006996","5221","7","20190725","P",1,0,1000,520,72,552,52,1,1
"A006997","5026","2","20200329","P",7,0,780,452.4,49.14,376.74,58,2,2
"A006998","5221","7","20190524","P",1,0,1000,520,72,552,52,1,1
"A006999","0024","3","20191206","P",2,0,770,408.1,54.29,416.19,53,2,2
"A007001","5286","1","20211018","P",2,0,1400,770,94.5,724.5,55,2,2
"A007002","5093","7","20210722","P",4,0,4680,2714.4,294.84,2260.44,58,4,4
"A007003","5601","8","20190613","P",1,0,300,174,18.9,144.9,58,1,1
"A007004","5053","2","20221216","P",2,0,5100,2958,321.3,2463.3,58,2,2
"A007005","5333","4","20170427","P",3,0,1320,686.4,95.04,728.64,52,2,2
"A007006","5013","7","20170217","P",1,0,280,154,18.9,144.9,55,1,1
"A007007","5143","1","20221212","P",1,0,2600,1352,187.2,1435.2,52,1,1
"A007008","5013","7","20190829","P",5,0,3400,1870,229.5,1759.5,55,2,2
"A007009","5053","2","20170505","P",4,0,6200,3596,390.6,2994.6,58,3,3
"A007010","5093","7","20160108","P",1,0,700,385,47.25,362.25,55,1,1
"A007011","5093","7","20160425","P",1,0,700,385,47.25,362.25,55,1,1
"A007012","5020","8","20150214","P",1,0,1300,741,83.85,642.85,57,1,1
"A007013","5103","8","20221116","P",2,0,2750,1512.5,185.63,1423.13,55,2,2
"A007014","5392","2","20161020","P",6,0,510,295.8,32.14,246.34,58,2,2
"A007016","0034","3","20180603","P",1,0,600,270,49.5,379.5,45,1,1
"A007017","5449","9","20150730","P",1,0,60,30,4.5,34.5,50,1,1
"A007018","5330","4","20221007","P",1,0,1400,700,105,805,50,1,1
"A007019","5896","6","20170426","P",4,0,3400,1632,265.2,2033.2,48,4,4
"A007020","5206","7","20200819","P",1,0,1200,624,86.4,662.4,52,1,1
"A007021","5206","7","20220206","P",1,0,1400,728,100.8,772.8,52,1,1
"A007022","5326","4","20210621","P",1,0,1200,600,90,690,50,1,1
"A007023","5031","8","20160301","P",21,0,5445,3158.1,343.04,2629.94,58,6,6
"A007024","5036","2","20181106","P",1,0,800,440,54,414,55,1,1
"A007025","5057","2","20200313","P",9,0,4200,2436,264.6,2028.6,58,3,3
"A007027","5183","7","20211228","P",8,0,10750,5912.5,725.63,5563.13,55,4,4
"A007029","5449","9","20161007","P",4,0,3200,1600,240,1840,50,1,1
"A007031","5899","5","20171103","P",2,0,5200,2600,390,2990,50,1,1
"A007033","5976","4","20161202","P",6,0,5100,2550,382.5,2932.5,50,5,5
"A007034","5819","5","20160902","P",11,0,6050,3146,435.6,3339.6,52,2,2
"A007035","5062","7","20161212","P",4,0,2400,1368,154.8,1186.8,57,2,2
"A007036","5267","7","20210528","P",1,0,1500,780,108,828,52,1,1
"A007037","5096","7","20160428","P",1,0,700,385,47.25,362.25,55,1,1
"A007039","0018","3","20150303","P",5,0,1940,1067,130.95,1003.95,55,5,5
"A007047","0112","0","20140201","P",1,0,200,100,15,115,50,1,1
"A007048","0024","3","20180612","P",3,0,1520,805.6,107.16,821.56,53,3,3
"A007049","5046","7","20170531","P",1,0,600,330,40.5,310.5,55,1,1
"A007050","5021","7","20220831","P",1,0,750,412.5,50.63,388.13,55,1,1
"A007051","5128","2","20141120","P",1,0,800,464,50.4,386.4,58,1,1
"A007052","0155","10","20150922","P",1,0,1200,600,90,690,50,1,1
"A007053","0129","10","20181112","P",1,0,1200,600,90,690,50,1,1
"A007054","5762","5","20180214","P",2,0,520,260,39,299,50,1,1
"A007056","5409","8","20190501","P",77,0,35790,18252.9,0,17537.1,51,69,69
"A007057","5409","8","20210616","P",84,0,39440,20114.4,0,19325.6,51,70,70
"A007059","5557","2","20191026","P",1,0,180,88.2,0,91.8,49,1,1
"A007062","5159","7","20150515","P",7,0,9900,5049,0,4851,51,3,3
"A007063","5132","1","20221025","P",5,0,11000,6380,693,5313,58,1,1
"A007064","5223","1","20140108","P",6,0,5400,3132,340.2,2608.2,58,5,5
"A007065","5223","1","20210611","P",1,0,1600,928,100.8,772.8,58,1,1
"A007066","5187","7","20211109","P",2,0,850,416.5,0,433.5,49,2,2
"A007067","5861","9","20180423","P",1,0,650,338,46.8,358.8,52,1,1
"A007068","5134","1","20170314","P",3,0,2800,1456,201.6,1545.6,52,3,3
"A007069","5150","1","20180929","P",21,0,12480,6864,842.41,6458.41,55,9,9
"A007070","5995","9","20161205","P",5,0,2870,1435,215.25,1650.25,50,2,2
"A007071","5226","7","20200919","P",3,0,2110,970.6,0,1139.4,46,3,3
"A007072","5131","1","20211030","P",6,0,2100,1092,0,1008,52,2,2
"A007073","0018","3","20141005","P",13,0,8150,4482.5,550.14,4217.64,55,13,13
"A007074","5950","8","20180123","P",2,0,3200,1600,0,1600,50,1,2
"A007075","5187","7","20180611","P",3,0,1570,769.3,0,800.7,49,3,3
"A007079","5001","7","20180802","P",2,0,3300,1716,0,1584,52,2,2
"A007080","5094","1","20161024","P",8,0,640,371.2,40.32,309.12,58,2,2
"A007081","5080","2","20141206","P",2,0,2060,1009.4,0,1050.6,49,2,2
"A007082","5082","2","20220930","P",2,0,1800,882,0,918,49,2,2
"A007083","5950","8","20181211","P",2,0,3200,1600,0,1600,50,1,2
"A007084","0089","3","20180424","P",1,0,2300,1035,189.75,1454.75,45,1,1
"A007085","0114","3","20170623","P",10,0,5000,2900,315,2415,58,2,2
"A007086","5409","8","20140118","P",2,0,1350,769.5,87.08,667.58,57,2,2
"A007090","5013","7","20180711","P",1,0,400,220,27,207,55,1,1
"A007091","0053","0","20171102","P",19,0,15050,8729,948.15,7269.15,58,9,9
"A007092","5075","8","20181206","P",2,0,600,330,40.5,310.5,55,1,1
"A007093","5616","5","20210323","P",1,0,320,160,24,184,50,1,1
"A007094","5286","1","20220814","P",4,0,1720,946,116.1,890.1,55,4,4
"A007095","5481","8","20220209","P",15,0,750,412.5,50.63,388.13,55,1,1
"A007096","5225","8","20220930","P",1,0,1800,990,121.5,931.5,55,1,1
"A007097","5091","1","20170429","P",1,0,800,400,60,460,50,1,1
"A007098","5223","1","20220823","P",5,0,5800,3364,365.4,2801.4,58,4,4
"A007099","5223","1","20150319","P",4,0,3300,1914,207.9,1593.9,58,4,4
"A007100","5132","1","20190115","P",7,0,17000,9860,1071,8211,58,3,3
"A007101","5134","1","20200827","P",1,0,450,234,32.4,248.4,52,1,1
"A007106","0024","3","20180706","P",3,0,950,503.5,66.98,513.48,53,3,3
"A007110","5885","4","20220814","P",7,0,3360,1848,226.8,1738.8,55,5,5
"A007111","0018","3","20150430","P",3,0,1680,924,113.4,869.4,55,3,3
"A007114","5124","1","20160311","P",2,0,470,244.4,0,225.6,52,2,2
"A007115","0093","3","20160526","P",1,0,500,245,0,255,49,1,1
"A007116","5074","8","20141231","P",1,0,2300,1127,0,1173,49,1,1
"A007117","0095","3","20150114","P",1,0,4000,1800,330,2530,45,1,1
"A007118","0024","3","20180809","P",5,0,5600,2968,394.8,3026.8,53,5,5
"A007119","5199","9","20161230","P",2,0,2200,1100,165,1265,50,1,1
"A007120","5469","5","20190417","P",8,0,6400,2944,518.4,3974.4,46,2,2
"A007121","5469","5","20180605","P",8,0,6400,2944,518.4,3974.4,46,2,2
"A007129","5214","4","20201210","P",2,0,280,154,18.9,144.9,55,2,2
"A007131","0018","3","20201128","P",1,0,4600,2530,310.5,2380.5,55,1,1
"A007133","5885","4","20210623","P",1,0,1000,550,67.5,517.5,55,1,1
"A007136","5793","9","20160826","P",2,0,4600,2668,289.8,2221.8,58,2,2
"A007137","5603","4","20201007","P",14,0,6200,3596,390.6,2994.6,58,5,5
"A007138","5034","8","20200205","P",4,0,2760,1600.8,173.88,1333.08,58,2,2
"A007139","5054","2","20220714","P",2,0,6600,3828,415.8,3187.8,58,2,2
"A007140","5044","2","20171025","P",1,0,2400,1320,162,1242,55,1,1
"A007141","5031","8","20220422","P",6,0,5240,3039.2,330.12,2530.92,58,3,3
"A007142","5036","2","20210414","P",1,0,800,440,54,414,55,1,1
"A007143","5053","2","20140407","P",11,0,2700,1566,170.1,1304.1,58,3,3
"A007144","5056","8","20160918","P",21,0,10520,5996.4,678.57,5202.17,57,11,11
"A007145","5213","8","20191205","P",61,0,9050,5158.5,583.73,4475.23,57,2,2
"A007146","5245","7","20161001","P",3,0,2500,1450,157.5,1207.5,58,2,2
"A007147","5096","7","20140614","P",20,0,700,385,47.26,362.26,55,2,2
"A007148","5187","7","20170214","P",1,0,600,330,40.5,310.5,55,1,1
"A007149","5147","7","20190510","P",1,0,2400,1320,162,1242,55,1,1
"A007155","5174","8","20211219","P",2,0,1800,936,129.6,993.6,52,2,2
"A007156","0024","3","20220910","P",2,0,3600,1908,253.8,1945.8,53,2,2
"A007157","0018","3","20171117","P",1,0,500,275,33.75,258.75,55,1,1
"A007158","5666","4","20220419","P",8,0,1200,528,0,672,44,2,2
"A007159","5193","2","20201008","P",1,0,1000,490,0,510,49,1,1
"A007160","5082","2","20200609","P",2,0,900,441,0,459,49,1,1
"A007161","5080","2","20200528","P",1,0,700,343,0,357,49,1,1
"A007162","5661","1","20180408","P",5,0,2500,1225,0,1275,49,3,3
"A007163","0155","10","20221023","P",2,0,520,260,39,299,50,2,2
"A007164","5001","7","20220731","P",3,0,4000,2080,0,1920,52,3,3
"A007166","0093","3","20170827","P",2,0,1200,588,0,612,49,2,2
"A007167","5635","5","20170328","P",1,0,2300,1104,179.4,1375.4,48,1,1
"A007168","5169","1","20141008","P",1,0,1000,520,72,552,52,1,1
"A007169","5286","1","20200904","P",2,0,1400,770,94.5,724.5,55,1,1
"A007170","5333","4","20170120","P",5,0,3630,1887.6,261.36,2003.76,52,4,4
"A007171","5669","9","20140103","P",1,0,300,150,22.5,172.5,50,1,1
"A007172","5176","8","20151207","P",13,0,1800,990,121.5,931.5,55,5,5
"A007173","5034","8","20140206","P",3,0,890,516.2,56.07,429.87,58,3,3
"A007174","5603","4","20170730","P",5,0,8400,4872,529.2,4057.2,58,3,3
"A007175","5053","2","20190424","P",3,0,2300,1334,144.9,1110.9,58,3,3
"A007176","5169","1","20151009","P",3,0,1950,1014,140.4,1076.4,52,1,1
"A007177","5237","1","20140226","P",1,0,100,55,6.75,51.75,55,1,1
"A007178","5325","1","20171117","P",2,0,530,265,39.75,304.75,50,2,2
"A007179","5537","9","20161020","P",1,0,300,150,22.5,172.5,50,1,1
"A007180","5992","5","20190619","P",7,0,2720,1496,183.6,1407.6,55,6,6
"A007181","5031","8","20210505","P",17,0,10150,5887,639.45,4902.45,58,9,9
"A007182","0105","3","20221019","P",1,0,500,225,41.25,316.25,45,1,1
"A007183","0034","3","20210411","P",1,0,1050,472.5,86.63,664.13,45,1,1
"A007186","5132","1","20160901","P",10,0,7000,4060,441,3381,58,1,1
"A007187","5223","1","20161220","P",2,0,1400,812,88.2,676.2,58,2,2
"A007188","5223","1","20150107","P",4,0,7400,4292,466.2,3574.2,58,3,3
"A007189","5130","1","20220428","P",22,0,18500,10175,1248.76,9573.76,55,14,14
"A007190","5509","1","20180329","P",3,0,5200,3016,327.6,2511.6,58,3,3
"A007191","5509","1","20211122","P",14,0,2110,1223.8,132.93,1019.13,58,3,3
"A007192","5509","1","20200325","P",4,0,2600,1508,163.8,1255.8,58,4,4
"A007193","5509","1","20190531","P",3,0,1200,696,75.6,579.6,58,1,1
"A007194","5509","1","20190324","P",4,0,3300,1914,207.9,1593.9,58,3,3
"A007195","5509","1","20150723","P",5,0,2050,1189,129.15,990.15,58,2,2
"A007196","5995","9","20140208","P",1,0,900,450,67.5,517.5,50,1,1
"A007197","0024","3","20161203","P",1,0,1800,954,126.9,972.9,53,1,1
"A007198","5011","7","20151226","P",1,0,1200,660,81,621,55,1,1
"A007199","5082","2","20150326","P",1,0,400,196,0,204,49,1,1
"A007200","5409","8","20211025","P",11,0,7780,3967.8,0,3812.2,51,3,3
"A007201","5074","8","20190916","P",1,0,180,88.2,0,91.8,49,1,1
"A007202","0025","3","20170207","P",1,0,400,200,30,230,50,1,1
"A007203","0124","10","20210108","P",2,0,1200,660,81,621,55,2,2
"A007206","5147","7","20140101","P",2,0,2300,1265,155.25,1190.25,55,2,2
"A007207","0137","10","20201114","P",2,0,1550,775,116.25,891.25,50,2,2
"A007208","0008","3","20191208","P",9,0,2250,1237.5,151.89,1164.39,55,4,4
"A007209","0008","3","20201021","P",1,0,40,22,2.7,20.7,55,1,1
"A007210","5187","7","20180103","P",6,0,1000,490,0,510,49,2,2
"A007211","5197","7","20160919","P",1,0,500,245,0,255,49,1,1
"A007212","5001","7","20160315","P",2,0,4000,2080,0,1920,52,2,2
"A007213","6002","7","20150711","P",34,0,5160,2476.8,402.48,3085.68,48,7,7
"A007214","5062","7","20190407","P",4,0,5000,2850,322.5,2472.5,57,3,3
"A007215","5183","7","20210423","P",15,0,14310,7870.5,965.93,7405.43,55,7,8
"A007216","5396","4","20150108","P",2,0,1800,900,135,1035,50,2,2
"A007217","5976","4","20141203","P",4,0,6600,3300,495,3795,50,4,4
"A007218","5014","7","20180214","P",2,0,3800,1976,273.6,2097.6,52,1,1
"A007219","5267","7","20210212","P",1,0,1500,780,108,828,52,1,1
